gene,evalue,hit,species,kTotal,kWithin,kOut,kDiff,behavioral_category,fire_ant_ortholog,honey_bee_ortholog,fpkm,ortholog,dN/dS
XLOC_010245,NA,,,181.1620463,78.55865956,102.6033868,-24.04472721,all others,0,0,1.934166667,neither,NA
XLOC_010246,1.29E-112,gi|307195532|gb|EFN77418.1| Programmed cell death protein 6,Harpegnathos saltator,1622.121789,908.5263635,713.5954253,194.9309382,all others,1,1,30.05166667,both,0.2094
XLOC_010247,1.09E-55,gi|332016264|gb|EGI57177.1| Programmed cell death protein 6,Acromyrmex echinatior,1070.890501,560.6293076,510.2611935,50.3681141,all others,0,0,17.76916667,neither,NA
XLOC_010249,3.46E-33,gi|219842189|ref|NP_001137350.1| ligand-gated ion channel pHCl isoform 4,Apis mellifera,688.6863316,402.5303817,286.1559499,116.3744319,all others,1,0,16.39333333,Sinv only,0.0948
XLOC_010251,0,gi|332029303|gb|EGI69286.1| WD repeat-containing protein 19,Acromyrmex echinatior,516.87952,92.80495957,424.0745604,-331.2696008,all others,0,0,9.50875,neither,NA
XLOC_010252,4.48E-45,gi|332029304|gb|EGI69287.1| mRNA export factor,Acromyrmex echinatior,595.2640665,77.34870087,517.9153657,-440.5666648,all others,0,0,23.88625,neither,NA
XLOC_010253,0,gi|332024785|gb|EGI64973.1| RNA polymerase-associated protein CTR9-like protein,Acromyrmex echinatior,1589.440266,789.3569701,800.0832958,-10.72632573,all others,1,1,10.12416667,both,0.0169
XLOC_010254,7.59E-73,gi|157964617|ref|YP_001499441.1| DNA polymerase III subunit alpha,Rickettsia massiliae MTU5,743.8810057,423.6555017,320.225504,103.4299977,all others,1,1,98.28083333,both,0.11
XLOC_010255,0,gi|307172987|gb|EFN64129.1| mRNA export factor,Camponotus floridanus,1760.635718,1047.614745,713.0209725,334.5937728,all others,1,1,11.03583333,both,0.0309
XLOC_010256,0,gi|307189426|gb|EFN73836.1| Pancreatic triacylglycerol lipase,Camponotus floridanus,251.4896406,82.24099676,169.2486439,-87.00764712,all others,1,1,3.556666667,both,0.0356
XLOC_010257,0,gi|332027774|gb|EGI67841.1| Uncharacterized protein,Acromyrmex echinatior,1136.520894,569.4304222,567.0904715,2.339950694,all others,1,1,20.04458333,both,0.048
XLOC_010259,0,gi|332018897|gb|EGI59443.1| Prestin,Acromyrmex echinatior,239.1371081,137.8464159,101.2906922,36.55572377,all others,1,1,7.11,both,0.1832
XLOC_010260,2.71E-45,gi|307181781|gb|EFN69233.1| Signal peptidase complex subunit 1,Camponotus floridanus,1594.145637,761.1688011,832.976836,-71.8080349,all others,1,0,57.98833333,Sinv only,0.0172
XLOC_010261,NA,,,149.4793174,69.98645378,79.49286361,-9.506409831,all others,0,0,5.500416667,neither,NA
XLOC_010262,NA,,,795.1315798,454.2911753,340.8404045,113.4507708,all others,0,0,10.745,neither,NA
XLOC_010265,8.40E-118,gi|332016539|gb|EGI57420.1| Acetyl-coenzyme A synthetase,Acromyrmex echinatior,497.7206648,231.2732952,266.4473697,-35.1740745,all others,0,1,5.059583333,Amel only,NA
XLOC_010266,7.59E-127,gi|332026437|gb|EGI66565.1| Putative DNA primase large subunit,Acromyrmex echinatior,491.9553275,217.573765,274.3815625,-56.80779756,all others,1,0,4.61875,Sinv only,0.1811
XLOC_010267,4.67E-63,"gi|332020026|gb|EGI60477.1| Alkaline phosphatase, tissue-nonspecific isozyme",Acromyrmex echinatior,668.0884302,396.656118,271.4323122,125.2238058,all others,1,1,1.975833333,both,0.0628
XLOC_010268,0,gi|332020025|gb|EGI60476.1| Calcium-transporting ATPase sarcoplasmic/endoplasmic reticulum type,Acromyrmex echinatior,422.3736387,233.4414204,188.9322183,44.50920214,nurse,0,1,564.82875,Amel only,NA
XLOC_010269,NA,,,286.8987179,81.42202977,205.4766881,-124.0546583,all others,0,0,4.216666667,neither,NA
XLOC_010275,9.25E-51,gi|307184245|gb|EFN70718.1| DNA topoisomerase 3-beta-1,Camponotus floridanus,244.9834368,127.4664125,117.5170243,9.94938818,all others,0,0,2.182916667,neither,NA
XLOC_010276,1.16E-46,gi|307178544|gb|EFN67233.1| Homeobox protein abdominal-A-like protein,Camponotus floridanus,469.6995807,246.296777,223.4028037,22.89397325,all others,1,1,3.525,both,0.3137
XLOC_010277,1.76E-60,gi|332020153|gb|EGI60597.1| Protein jagged-1,Acromyrmex echinatior,66.71348663,20.4872212,46.22626543,-25.73904423,all others,1,0,3.122916667,Sinv only,0.0264
XLOC_010278,NA,,,165.8846063,72.3309286,93.55367774,-21.22274914,all others,0,0,3.6775,neither,NA
XLOC_010279,0,gi|332020173|gb|EGI60617.1| Zinc finger MYND domain-containing protein 10,Acromyrmex echinatior,143.1343337,35.63707694,107.4972568,-71.86017982,all others,1,1,2.69875,both,0.1752
XLOC_010280,0,gi|332020177|gb|EGI60621.1| Retrograde Golgi transport protein RGP1-like protein,Acromyrmex echinatior,351.6244947,51.13811072,300.486384,-249.3482732,all others,1,1,17.31791667,both,0.0472
XLOC_010281,8.91E-29,gi|307168136|gb|EFN61415.1| 60S acidic ribosomal protein P2,Camponotus floridanus,287.2851035,25.47515504,261.8099485,-236.3347934,all others,0,0,4.55625,neither,NA
XLOC_010282,0,gi|332020172|gb|EGI60616.1| DET1-like protein,Acromyrmex echinatior,1642.199937,605.4889933,1036.710944,-431.221951,all others,1,1,18.39291667,both,0.0397
XLOC_010283,6.40E-94,gi|307187759|gb|EFN72731.1| 40S ribosomal protein S12,Camponotus floridanus,1832.920373,1108.413534,724.5068388,383.9066949,all others,0,1,313.26875,Amel only,NA
XLOC_010284,5.06E-118,gi|332020176|gb|EGI60620.1| UPF0480 protein C15orf24-like protein,Acromyrmex echinatior,1789.068612,479.0225456,1310.046067,-831.0235209,all others,1,1,72.47875,both,0.0419
XLOC_010285,9.54E-21,gi|17946262|gb|AAL49171.1| RE59356p,Drosophila melanogaster,108.8561646,9.374135233,99.48202941,-90.10789418,all others,1,1,1.904166667,both,0.1946
XLOC_010291,NA,,,68.91923227,17.82908854,51.09014373,-33.26105519,all others,0,0,3.1525,neither,NA
XLOC_010293,2.01E-06,gi|195439704|ref|XP_002067703.1| GK24090,Drosophila willistoni,256.2730439,91.46052217,164.8125218,-73.35199959,all others,1,0,4.39125,Sinv only,0.1579
XLOC_010294,8.69E-31,gi|158295689|ref|XP_001688844.1| AGAP006339-PA,Anopheles gambiae str. PEST,613.3561235,253.9253596,359.4307639,-105.5054043,all others,1,0,11.1725,Sinv only,0.1414
XLOC_010295,NA,,,110.8969358,42.55202385,68.34491194,-25.79288808,all others,0,0,5.97625,neither,NA
XLOC_010296,2.58E-64,gi|332029705|gb|EGI69584.1| Zinc finger FYVE domain-containing protein 26,Acromyrmex echinatior,347.801516,169.9784465,177.8230695,-7.844623025,all others,0,0,3.664583333,neither,NA
XLOC_010297,1.87E-07,gi|307187163|gb|EFN72406.1| Coiled-coil domain-containing protein 65,Camponotus floridanus,514.0680811,194.0386698,320.0294112,-125.9907414,all others,0,0,15.24458333,neither,NA
XLOC_010299,1.18E-164,gi|332024298|gb|EGI64497.1| Protein l(2)37Cc,Acromyrmex echinatior,1467.914538,831.1789826,636.7355559,194.4434267,all others,1,1,75.65541667,both,0.0996
XLOC_010300,NA,,,124.0247902,49.85840476,74.16638548,-24.30798072,all others,0,0,3.150833333,neither,NA
XLOC_010301,NA,,,183.9029512,60.07336955,123.8295817,-63.75621212,all others,0,0,1.32,neither,NA
XLOC_010303,0,"gi|332021642|gb|EGI62001.1| Nitric oxide synthase, salivary gland",Acromyrmex echinatior,483.8844364,193.2308513,290.6535851,-97.42273385,nurse,1,1,18.18666667,both,0.0795
XLOC_010304,9.72E-144,gi|332021645|gb|EGI62004.1| SAP30-binding protein,Acromyrmex echinatior,529.4292651,305.7214813,223.7077838,82.01369757,all others,1,1,12.96541667,both,0.0322
XLOC_010305,0,gi|332021646|gb|EGI62005.1| Actin-binding protein IPP,Acromyrmex echinatior,773.6357767,529.9988277,243.6369489,286.3618788,all others,1,1,15.40458333,both,0.0037
XLOC_010306,0,gi|332021648|gb|EGI62007.1| Protein lin-54-like protein,Acromyrmex echinatior,265.2390893,93.96626965,171.2728197,-77.30655001,all others,1,1,10.66375,both,0.0658
XLOC_010307,0,gi|332021643|gb|EGI62002.1| Succinate dehydrogenase,ubiquinone,285.8635841,123.5651774,162.2984067,-38.73322934,nurse,1,1,124.5,both,0.071
XLOC_010308,0,gi|332021647|gb|EGI62006.1| Splicing factor 3B subunit 1,Acromyrmex echinatior,1696.71046,747.2524036,949.4580569,-202.2056533,all others,1,1,17.09583333,both,0.0064
XLOC_010309,NA,,,386.3987823,204.6742817,181.7245006,22.94978112,all others,0,0,1.649166667,neither,NA
XLOC_010310,0,"gi|332016494|gb|EGI57387.1| Phosphatidate cytidylyltransferase, photoreceptor-specific",Acromyrmex echinatior,578.7041611,353.0647575,225.6394036,127.4253539,all others,1,1,50.82541667,both,0.2257
XLOC_010312,NA,,,879.954876,495.0204932,384.9343828,110.0861104,all others,1,1,1.084583333,both,0.2551
XLOC_010314,NA,,,917.1990744,476.8552836,440.3437908,36.51149279,forager,0,0,47.15208333,neither,NA
XLOC_010315,0,gi|332020660|gb|EGI61066.1| Protein sickie,Acromyrmex echinatior,593.6540811,337.9823157,255.6717654,82.31055034,all others,0,0,3.662916667,neither,NA
XLOC_010316,5.24E-08,gi|194760440|ref|XP_001962449.1| GF14437,Drosophila ananassae,321.5734513,40.88470601,280.6887453,-239.8040392,all others,1,0,7.524166667,Sinv only,0.2289
XLOC_010317,2.72E-29,"gi|242019237|ref|XP_002430069.1| class B secretin-like G-protein coupled receptor GPRcir1, putative",Pediculus humanus corporis,131.480027,44.22778258,87.25224438,-43.0244618,all others,1,0,2.334166667,Sinv only,0.0192
XLOC_010318,NA,,,233.8893022,80.80711504,153.0821872,-72.27507215,all others,0,0,3.51,neither,NA
XLOC_010322,6.66E-82,gi|209863095|ref|NP_001129460.1| uncharacterized protein LOC100191015,Danio rerio,229.888354,85.85696582,144.0313882,-58.17442237,all others,1,0,3.639166667,Sinv only,0.1158
XLOC_010323,2.19E-46,gi|389609307|dbj|BAM18265.1| unknown unsecreted protein,Papilio xuthus,1246.130507,658.4150478,587.715459,70.69958883,all others,0,0,5.6325,neither,NA
XLOC_010325,0,gi|307178478|gb|EFN67167.1| Coatomer subunit gamma-2,Camponotus floridanus,1858.70162,830.6823196,1028.0193,-197.3369806,forager,1,1,33.6675,both,0.0131
XLOC_010326,NA,,,99.21837818,30.54732693,68.67105125,-38.12372432,all others,0,0,1.25875,neither,NA
XLOC_010327,NA,,,331.074653,148.3453168,182.7293361,-34.38401935,all others,0,0,4.082916667,neither,NA
XLOC_010328,0,gi|332030017|gb|EGI69842.1| Organic cation transporter protein,Acromyrmex echinatior,335.5428749,130.9533881,204.5894869,-73.63609878,all others,1,1,4.698333333,both,0.1376
XLOC_010329,0,gi|332030016|gb|EGI69841.1| Protein yellow,Acromyrmex echinatior,898.022912,93.89944806,804.123464,-710.2240159,all others,1,1,17.67291667,both,0.2958
XLOC_010331,NA,,,327.0834802,145.9332358,181.1502444,-35.21700852,all others,0,0,15.07791667,neither,NA
XLOC_010333,NA,,,159.8322681,14.87670006,144.9555681,-130.078868,all others,0,0,1.353333333,neither,NA
XLOC_010334,NA,,,210.4836059,97.16969715,113.3139088,-16.14421161,all others,0,0,5.594583333,neither,NA
XLOC_010335,4.57E-55,gi|158293160|ref|XP_558063.3| AGAP010534-PA,Anopheles gambiae str. PEST,972.6290941,579.2587399,393.3703541,185.8883858,all others,1,1,37.72083333,both,0.6987
XLOC_010336,1.33E-36,gi|168812252|gb|ACA30301.1| putative senescence-associated protein,Cupressus sempervirens,385.3343641,208.3091913,177.0251729,31.28401842,all others,0,0,1.650833333,neither,NA
XLOC_010337,0,gi|332020367|gb|EGI60788.1| Transient receptor potential cation channel subfamily V member 6,Acromyrmex echinatior,543.8553698,317.5246378,226.3307321,91.19390568,all others,1,0,7.569166667,Sinv only,0.1286
XLOC_010338,NA,,,226.9147883,35.49112508,191.4236632,-155.9325381,all others,0,0,1.3725,neither,NA
XLOC_010340,NA,,,273.2911346,118.6754219,154.6157127,-35.94029085,all others,0,0,1.77125,neither,NA
XLOC_010342,0,gi|307187654|gb|EFN72626.1| Arylsulfatase B,Camponotus floridanus,282.509913,151.8289334,130.6809796,21.14795383,nurse,1,1,20.04166667,both,0.3758
XLOC_010344,2.33E-44,"gi|307172191|gb|EFN63716.1| Transmembrane protease, serine 9",Camponotus floridanus,134.7990791,53.98598588,80.81309326,-26.82710738,all others,0,0,27.69458333,neither,NA
XLOC_010345,NA,,,1327.552116,808.1077055,519.4444103,288.6632952,all others,0,0,3.2875,neither,NA
XLOC_010346,0,gi|332024679|gb|EGI64872.1| Nischarin,Acromyrmex echinatior,474.7329791,288.0931063,186.6398729,101.4532334,all others,0,0,206.8075,neither,NA
XLOC_010347,0,gi|332024679|gb|EGI64872.1| Nischarin,Acromyrmex echinatior,1545.091584,860.4093349,684.6822496,175.7270852,all others,1,1,4.482916667,both,0.1981
XLOC_010349,1.63E-147,gi|307175597|gb|EFN65507.1| Disks large 1 tumor suppressor protein,Camponotus floridanus,334.3252587,161.2847735,173.0404853,-11.7557118,all others,1,0,34.32791667,Sinv only,0.2712
XLOC_010350,1.68E-22,gi|1335691|emb|CAA41925.1| unnamed protein product,Drosophila miranda,1008.949663,543.5431843,465.4064784,78.13670584,forager,0,0,3.087083333,neither,NA
XLOC_010351,4.13E-51,gi|44829173|tpg|DAA04500.1| TPA_exp: pol polyprotein,Schistosoma mansoni,1069.427269,410.5661972,658.8610721,-248.2948749,all others,0,0,54.37625,neither,NA
XLOC_010352,0,gi|332024514|gb|EGI64712.1| NUAK family SNF1-like kinase 1,Acromyrmex echinatior,1220.81124,613.0527723,607.7584682,5.294304147,all others,0,1,15.41833333,Amel only,NA
XLOC_010353,2.12E-38,gi|307206997|gb|EFN84820.1| Molybdenum cofactor synthesis protein 2 large subunit,Harpegnathos saltator,605.8003451,248.3021559,357.4981891,-109.1960332,all others,0,0,3.107083333,neither,NA
XLOC_010354,5.97E-43,gi|307183911|gb|EFN70504.1| Molybdenum cofactor synthesis protein 2 large subunit,Camponotus floridanus,705.4992963,332.8461279,372.6531684,-39.80704047,all others,0,1,7.63125,Amel only,NA
XLOC_010355,NA,,,1648.22064,807.366653,840.8539874,-33.48733435,forager,1,0,16.51833333,Sinv only,0.4546
XLOC_010356,0,gi|307202024|gb|EFN81588.1| Period circadian protein,Harpegnathos saltator,412.4861951,135.3271027,277.1590923,-141.8319896,all others,1,1,5.652916667,both,0.2744
XLOC_010357,NA,,,205.11931,96.96805226,108.1512578,-11.18320551,all others,0,0,1.192916667,neither,NA
XLOC_010358,NA,,,486.922086,217.0185811,269.9035049,-52.88492381,all others,0,0,2.700416667,neither,NA
XLOC_010359,NA,,,296.4216378,86.85898015,209.5626576,-122.7036775,all others,0,0,1.594583333,neither,NA
XLOC_010360,NA,,,429.2982046,244.1314545,185.1667501,58.96470432,all others,0,0,2.034583333,neither,NA
XLOC_010361,0,gi|332025343|gb|EGI65511.1| Transcription factor SOX-6,Acromyrmex echinatior,269.7187008,114.38465,155.3340508,-40.94940078,all others,1,1,3.432083333,both,0.0389
XLOC_010363,3.87E-07,gi|242247323|ref|NP_001156265.1| uncharacterized protein LOC100167649,Acyrthosiphon pisum,412.6894297,164.6030266,248.0864031,-83.48337643,all others,0,0,14.73416667,neither,NA
XLOC_010365,NA,,,167.9724712,95.25543568,72.71703556,22.53840012,all others,0,0,3.6025,neither,NA
XLOC_010366,0,gi|332022987|gb|EGI63252.1| ER degradation-enhancing alpha-mannosidase-like 3,Acromyrmex echinatior,925.8732962,177.7278431,748.1454532,-570.4176101,all others,1,1,11.1525,both,0.1948
XLOC_010368,0,gi|332025283|gb|EGI65454.1| SUMO-activating enzyme subunit 2,Acromyrmex echinatior,1310.349124,750.2322614,560.1168629,190.1153985,all others,1,1,16.51916667,both,0.0605
XLOC_010369,NA,,,303.2919211,163.995016,139.2969051,24.69811092,all others,0,0,2.30125,neither,NA
XLOC_010370,7.39E-128,gi|332025282|gb|EGI65453.1| Carbohydrate sulfotransferase 13,Acromyrmex echinatior,252.0168467,50.69576575,201.3210809,-150.6253152,all others,0,1,9.535416667,Amel only,NA
XLOC_010373,3.31E-32,gi|307207093|gb|EFN84902.1| DNA excision repair protein ERCC-1,Harpegnathos saltator,210.4892656,67.32316804,143.1660976,-75.84292954,all others,0,0,9.867916667,neither,NA
XLOC_010375,3.06E-134,gi|347966012|ref|XP_321636.5| AGAP001486-PA,Anopheles gambiae str. PEST,231.2616323,27.23469523,204.0269371,-176.7922418,all others,1,1,11.30583333,both,0.0385
XLOC_010376,8.06E-91,gi|307191895|gb|EFN75314.1| DNA-binding protein D-ETS-4,Harpegnathos saltator,795.5786564,334.8454483,460.7332081,-125.8877599,all others,0,0,3.376666667,neither,NA
XLOC_010377,1.53E-15,gi|332017480|gb|EGI58203.1| Fatty acid synthase,Acromyrmex echinatior,388.8206252,196.8078002,192.012825,4.794975214,all others,0,0,2.100833333,neither,NA
XLOC_010378,NA,,,401.0121487,219.6671448,181.3450039,38.32214097,all others,0,0,1.5025,neither,NA
XLOC_010379,NA,,,568.1872928,281.745792,286.4415008,-4.6957088,all others,0,0,2.771666667,neither,NA
XLOC_010380,5.06E-142,gi|332024115|gb|EGI64331.1| Guanine nucleotide exchange factor for Rab3A,Acromyrmex echinatior,522.8282578,314.8117044,208.0165535,106.7951509,all others,0,1,20.265,Amel only,NA
XLOC_010381,NA,,,342.6701965,140.6448378,202.0253587,-61.38052093,all others,0,0,20.66125,neither,NA
XLOC_010382,8.41E-42,gi|307196440|gb|EFN78018.1| Ubiquitin-conjugating enzyme E2-17 kDa,Harpegnathos saltator,431.8249166,219.2541725,212.5707441,6.683428391,all others,1,1,136.4533333,both,0.0138
XLOC_010383,NA,,,886.376798,566.444837,319.931961,246.512876,all others,0,0,153.5083333,neither,NA
XLOC_010386,4.28E-85,gi|332021203|gb|EGI61588.1| Zinc finger protein 613,Acromyrmex echinatior,164.1125803,15.00104953,149.1115308,-134.1104813,all others,1,1,4.754166667,both,0.0706
XLOC_010387,0,gi|332020853|gb|EGI61251.1| MLX-interacting protein,Acromyrmex echinatior,610.807281,220.8570081,389.9502729,-169.0932648,forager,1,1,22.66833333,both,0.1568
XLOC_010388,7.06E-92,gi|332020854|gb|EGI61252.1| RPA-interacting protein,Acromyrmex echinatior,1034.214269,598.5544574,435.6598112,162.8946461,nurse,1,1,29.58541667,both,0.2614
XLOC_010389,0,gi|307180732|gb|EFN68622.1| Protein KBP-like protein,Camponotus floridanus,1634.018516,934.9903134,699.0282029,235.9621105,all others,1,1,16.43125,both,0.0469
XLOC_010391,NA,,,949.0917649,527.2275433,421.8642216,105.3633217,all others,1,0,3.15125,Sinv only,0.9644
XLOC_010392,NA,,,141.1585864,42.47374805,98.68483835,-56.2110903,all others,1,0,32.37166667,Sinv only,0.2152
XLOC_010393,1.85E-160,gi|332021171|gb|EGI61556.1| Protein bric-a-brac 2,Acromyrmex echinatior,449.1859456,265.7823394,183.4036062,82.37873313,all others,1,0,4.05625,Sinv only,0.1513
XLOC_010398,0,gi|332017528|gb|EGI58239.1| Acetylcholine receptor subunit alpha-L1,Acromyrmex echinatior,381.9956591,221.611218,160.3844411,61.22677682,forager,0,1,1.102083333,Amel only,NA
XLOC_010401,NA,,,522.2696715,292.9632054,229.3064662,63.65673922,all others,0,0,5.461666667,neither,NA
XLOC_010402,1.03E-71,gi|332024535|gb|EGI64733.1| Cathepsin J,Acromyrmex echinatior,437.4284604,174.7524018,262.6760586,-87.92365675,all others,1,1,2.50125,both,0.2492
XLOC_010403,0,gi|332019530|gb|EGI60009.1| Protein FAM38B,Acromyrmex echinatior,445.2147101,221.9763768,223.2383332,-1.261956414,all others,1,0,29.71958333,Sinv only,0.2838
XLOC_010404,0,gi|332019529|gb|EGI60008.1| Putative serine carboxypeptidase CPVL,Acromyrmex echinatior,608.1386964,191.0513451,417.0873513,-226.0360062,all others,1,1,35.19833333,both,0.0958
XLOC_010406,1.49E-166,gi|307168666|gb|EFN61702.1| Lysosomal thioesterase PPT2-like protein,Camponotus floridanus,422.5817332,138.8142276,283.7675056,-144.9532781,all others,1,1,14.60916667,both,0.0456
XLOC_010407,NA,,,575.2915158,325.5160373,249.7754784,75.74055889,all others,0,0,1.8575,neither,NA
XLOC_010408,0,gi|307197252|gb|EFN78557.1| Gamma-aminobutyric acid type B receptor subunit 2,Harpegnathos saltator,465.6346524,171.3577053,294.2769471,-122.9192417,nurse,1,1,3.98375,both,0.1606
XLOC_010409,0,gi|332030979|gb|EGI70605.1| Polyphosphoinositide phosphatase,Acromyrmex echinatior,547.8585312,267.9051919,279.9533393,-12.04814741,nurse,1,1,73.77166667,both,0.0824
XLOC_010411,0,gi|332030981|gb|EGI70607.1| Zinc finger protein 687,Acromyrmex echinatior,333.3347913,102.4519385,230.8828528,-128.4309143,all others,1,1,9.286666667,both,0.351
XLOC_010412,9.02E-83,"gi|242024842|ref|XP_002432835.1| ubiquitin, putative",Pediculus humanus corporis,661.6709405,254.6044251,407.0665154,-152.4620903,all others,0,1,266.7479167,Amel only,NA
XLOC_010413,NA,,,488.2531563,243.2990325,244.9541239,-1.655091396,all others,0,0,10.98416667,neither,NA
XLOC_010414,8.81E-51,gi|307178954|gb|EFN67470.1| Thyrotropin-releasing hormone-degrading ectoenzyme,Camponotus floridanus,623.7391621,350.5011456,273.2380165,77.263129,all others,0,1,5.554166667,Amel only,NA
XLOC_010415,0,gi|307178956|gb|EFN67472.1| Protein TKR,Camponotus floridanus,356.998179,105.2685062,251.7296728,-146.4611666,all others,1,1,12.01333333,both,0.2923
XLOC_010416,0,gi|332023606|gb|EGI63838.1| Aminopeptidase N,Acromyrmex echinatior,273.5491734,146.2885145,127.2606589,19.02785557,all others,0,1,345.22875,Amel only,NA
XLOC_010417,NA,,,233.2198867,99.34450637,133.8753803,-34.53087397,all others,0,0,2.479166667,neither,NA
XLOC_010418,0,gi|332022361|gb|EGI62673.1| ATP-dependent RNA helicase Ddx1,Acromyrmex echinatior,528.459576,251.2881416,277.1714344,-25.88329276,all others,1,1,14.77416667,both,0.0841
XLOC_010419,0,gi|332022360|gb|EGI62672.1| Putative ATP-dependent RNA helicase TDRD9,Acromyrmex echinatior,1157.441976,162.1515641,995.2904117,-833.1388476,all others,1,1,4.876666667,both,0.2264
XLOC_010420,0,gi|33150238|gb|AAP97090.1| cytochrome P450 CYP4AB1,Solenopsis invicta,327.3655695,64.285445,263.0801245,-198.7946796,all others,1,0,21.00125,Sinv only,0.2028
XLOC_010422,NA,,,1030.19574,518.8683114,511.3274286,7.540882773,all others,0,0,2.990833333,neither,NA
XLOC_010423,1.14E-32,gi|332022369|gb|EGI62681.1| Mediator of RNA polymerase II transcription subunit 17,Acromyrmex echinatior,128.2431834,32.75541517,95.48776824,-62.73235307,all others,0,0,3.45125,neither,NA
XLOC_010425,1.23E-27,gi|332029859|gb|EGI69728.1| Homeobox protein aristaless,Acromyrmex echinatior,835.9238279,572.7380493,263.1857786,309.5522707,forager,1,0,4.9125,Sinv only,0.3753
XLOC_010426,0,gi|307181210|gb|EFN68907.1| cAMP-dependent protein kinase type II regulatory subunit,Camponotus floridanus,196.6353939,70.66477029,125.9706236,-55.3058533,all others,1,1,28.36541667,both,0.1244
XLOC_010427,7.59E-74,gi|307203240|gb|EFN82395.1| Serine/threonine-protein kinase ICK,Harpegnathos saltator,445.1637698,234.0186457,211.1451241,22.87352168,all others,0,0,1.78625,neither,NA
XLOC_010428,0,gi|332017769|gb|EGI58437.1| ZZ-type zinc finger-containing protein 3,Acromyrmex echinatior,779.7524959,125.2332183,654.5192776,-529.2860593,all others,1,1,10.02416667,both,0.1471
XLOC_010429,NA,,,1712.372874,1046.829771,665.5431028,381.2866682,all others,0,0,13.555,neither,NA
XLOC_010430,3.32E-108,gi|332023318|gb|EGI63572.1| Signal recognition particle receptor subunit beta,Acromyrmex echinatior,865.7492587,488.6339785,377.1152802,111.5186982,all others,1,1,11.13708333,both,0.1331
XLOC_010431,NA,,,317.2487705,146.9653393,170.2834312,-23.31809185,all others,1,0,2.42375,Sinv only,0.0892
XLOC_010432,0,gi|332021867|gb|EGI62203.1| Selenium-binding protein 1-A,Acromyrmex echinatior,1302.531687,652.2161178,650.3155692,1.90054857,all others,1,1,23.97083333,both,0.1689
XLOC_010433,0,gi|332021868|gb|EGI62204.1| Serine/threonine-protein kinase SMG1,Acromyrmex echinatior,1697.773823,954.3163169,743.4575063,210.8588106,all others,0,1,6.742083333,Amel only,NA
XLOC_010435,NA,,,254.5484624,67.27354276,187.2749196,-120.0013768,all others,0,0,1.99125,neither,NA
XLOC_010436,0,gi|307186291|gb|EFN71954.1| WD repeat-containing protein 59,Camponotus floridanus,411.2814745,200.2065525,211.0749221,-10.86836959,all others,1,1,7.382083333,both,0.0548
XLOC_010437,7.74E-107,gi|332029606|gb|EGI69495.1| Protein big brother,Acromyrmex echinatior,1200.335625,720.8997593,479.4358656,241.4638937,all others,1,1,13.79416667,both,0.0213
XLOC_010438,1.76E-157,gi|332029602|gb|EGI69491.1| Repressor of RNA polymerase III transcription MAF1-like protein,Acromyrmex echinatior,735.434913,103.0700862,632.3648267,-529.2947405,all others,1,1,94.18583333,both,0.0179
XLOC_010439,0,gi|332029604|gb|EGI69493.1| Adenosylhomocysteinase B,Acromyrmex echinatior,719.7481282,418.4578636,301.2902646,117.167599,all others,1,1,39.4725,both,0.0441
XLOC_010440,1.21E-07,gi|158293079|ref|XP_001688566.1| AGAP004834-PA,Anopheles gambiae str. PEST,346.2266285,169.2260426,177.0005858,-7.774543199,all others,1,0,6.144583333,Sinv only,0.2529
XLOC_010441,4.65E-87,gi|332027463|gb|EGI67546.1| Alpha-tocopherol transfer protein,Acromyrmex echinatior,195.7196632,53.40987296,142.3097902,-88.89991724,all others,0,0,1.342083333,neither,NA
XLOC_010442,1.29E-37,gi|332027464|gb|EGI67547.1| Alpha-tocopherol transfer protein,Acromyrmex echinatior,231.6802521,74.40607687,157.2741752,-82.86809833,nurse,1,0,15.04583333,Sinv only,0.285
XLOC_010444,3.16E-59,gi|118026887|tpe|CAK26782.1| TPA: transposase domain-containing protein,Danio rerio,1503.693383,947.5888609,556.1045218,391.4843391,all others,0,0,34.1775,neither,NA
XLOC_010445,1.97E-124,gi|307203961|gb|EFN82868.1| Integrin beta-nu,Harpegnathos saltator,1053.760017,561.5362532,492.2237638,69.31248938,all others,1,0,11.22708333,Sinv only,1.1161
XLOC_010446,3.11E-25,gi|332023111|gb|EGI63372.1| Thioredoxin domain-containing protein 11,Acromyrmex echinatior,227.0920372,35.72088732,191.3711498,-155.6502625,all others,0,0,3.28,neither,NA
XLOC_010447,1.04E-53,gi|28569894|dbj|BAC57926.1| reverse transcriptase,Bombyx mori,299.6472671,38.88934839,260.7579188,-221.8685704,all others,0,0,1.270416667,neither,NA
XLOC_010449,7.72E-133,gi|332021429|gb|EGI61797.1| Lipase member H,Acromyrmex echinatior,178.1492042,73.13042949,105.0187747,-31.88834526,all others,1,1,13.80625,both,0.24
XLOC_010451,1.32E-115,gi|332027463|gb|EGI67546.1| Alpha-tocopherol transfer protein,Acromyrmex echinatior,440.7022941,116.8330952,323.8691989,-207.0361037,all others,0,0,24.79291667,neither,NA
XLOC_010452,NA,,,181.8332554,50.61421775,131.2190377,-80.60481994,all others,0,0,1.35875,neither,NA
XLOC_010453,1.99E-108,gi|307172934|gb|EFN64101.1| Pogo transposable element with KRAB domain,Camponotus floridanus,105.1333202,34.34735964,70.78596051,-36.43860087,all others,0,0,4.432083333,neither,NA
